hafasId;rmvId;name;nameLong;city;district;lat;lng
3001479;1479;Sportanlage Rebstock;Frankfurt (Main) Sportanlage Rebstock;Stadt Frankfurt a.M;Bockenheim;50,10962527;8,604870229
3001240;1240;Universitätssportanlagen;Frankfurt (Main) Universitätssportanlagen;Stadt Frankfurt a.M;Bockenheim;50,13078403;8,645198829
3001204;1204;Westbahnhof;Frankfurt (Main) Westbahnhof;Stadt Frankfurt a.M;Bockenheim;50,11900809;8,639804906
3000133;133;Zum Rebstockbad;Frankfurt (Main) Zum Rebstockbad;Stadt Frankfurt a.M;Bockenheim;50,11170057;8,620580975
3001971;1971;Achenbachstraße;Frankfurt (Main) Achenbachstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09746895;8,676975552
3000926;926;Affentorplatz;Frankfurt (Main) Affentorplatz;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10434623;8,690026743
3000919;919;Beuthener Straße;Frankfurt (Main) Beuthener Straße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09142962;8,67454276
3000911;911;Brücken-/Textorstraße;Frankfurt (Main) Brücken-/Textorstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10136959;8,686369964
3001972;1972;Burnitzstraße;Frankfurt (Main) Burnitzstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09656657;8,672579225
3060683;60683;Deutschherrnbrücke;Frankfurt (Main) Deutschherrnbrücke;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10526475;8,704362658
3000901;901;Eiserner Steg;Frankfurt (Main) Eiserner Steg;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10701328;8,682251192
3000905;905;Elisabethenstraße;Frankfurt (Main) Elisabethenstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10586961;8,688171718
3060725;60725;Eschenbachstraße;Frankfurt (Main) Eschenbachstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09515054;8,667823255
3000902;902;Frankensteiner Platz;Frankfurt (Main) Frankensteiner Platz;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,1069151;8,692512354
3060830;60830;Hedderichstraße;Frankfurt (Main) Hedderichstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10104291;8,688580497
3000930;930;Heister-/Seehofstraße;Frankfurt (Main) Heister-/Seehofstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,1034217;8,697385086
3000029;29;Heister-/Siemensstraße;Frankfurt (Main) Heister-/Siemensstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10407293;8,695452001
3001970;1970;Holbein-Schule;Frankfurt (Main) Holbein-Schule;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09928473;8,680122049
3000907;907;Lokalbahnhof;Frankfurt (Main) Lokalbahnhof;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10195156;8,692180777
3060795;60795;Lokalbahnhof/Darmst. Ldstr.;Frankfurt (Main) Lokalbahnhof/Darmst. Ldstr.;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10220889;8,69090717
3060796;60796;Lokalbahnhof/Hedderichstraße;Frankfurt (Main) Lokalbahnhof/Hedderichstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10170503;8,690756667
3000906;906;Lokalbahnhof/Textorstraße;Frankfurt (Main) Lokalbahnhof/Textorstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10263765;8,689870059
3001454;1454;Oppenheimer Platz;Frankfurt (Main) Oppenheimer Platz;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10437113;8,682618159
3060824;60824;Osthafenbrücke;Frankfurt (Main) Osthafenbrücke;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10515623;8,711240691
3000922;922;Otto-Hahn-Platz;Frankfurt (Main) Otto-Hahn-Platz;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10183403;8,675464537
3001456;1456;Rudererdorf;Frankfurt (Main) Rudererdorf;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,1049577;8,718245026
3001550;1550;Schmickstraße;Frankfurt (Main) Schmickstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10722332;8,714597171
3065053;65053;Schulstraße;Frankfurt (Main) Schulstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10564788;8,685964553
3000915;915;Schwanthalerstraße;Frankfurt (Main) Schwanthalerstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10098749;8,681424544
3000921;921;Schweizer Platz;Frankfurt (Main) Schweizer Platz;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10185819;8,680929548
3000914;914;Schweizer-/Gartenstraße;Frankfurt (Main) Schweizer-/Gartenstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10332895;8,679605841
3000929;929;Städel;Frankfurt (Main) Städel;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10287742;8,672452264
3000933;933;Stresemannallee Bahnhof;Frankfurt (Main) Stresemannallee Bahnhof;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09468754;8,672564103
3000923;923;Stresemannallee/Gartenstraße;Frankfurt (Main) Stresemannallee/Gartenstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10003284;8,668013065
3060724;60724;Stresemann-/Kennedyallee;Frankfurt (Main) Stresemann-/Kennedyallee;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09831708;8,671658807
3000912;912;Südbahnhof;Frankfurt (Main) Südbahnhof;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09932013;8,686495183
3060829;60829;Südbahnhof/Bruchstraße;Frankfurt (Main) Südbahnhof/Bruchstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10096952;8,688035864
3000927;927;Südbahnhof/Schweizer Straße;Frankfurt (Main) Südbahnhof/Schweizer Straße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09797334;8,683834516
3000925;925;Universitätsklinikum;Frankfurt (Main) Universitätsklinikum;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09672307;8,661341504
3000913;913;Untermainbrücke;Frankfurt (Main) Untermainbrücke;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10501161;8,676896775
3000924;924;Vogelweidstraße;Frankfurt (Main) Vogelweidstraße;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,09759257;8,666660292
3000028;28;Wasserweg;Frankfurt (Main) Wasserweg;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10541987;8,69484237
3001994;1994;Zum Apothekerhof;Frankfurt (Main) Zum Apothekerhof;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10525733;8,698002526
3001995;1995;Zum Brommenhof;Frankfurt (Main) Zum Brommenhof;Stadt Frankfurt a.M;Sachsenhausen-Nord;50,10569496;8,700348164
3002000;2000;Am Sandberg;Frankfurt (Main) Am Sandberg;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09419644;8,700392074
3001491;1491;Anton-Burger-Weg;Frankfurt (Main) Anton-Burger-Weg;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08949289;8,706793523
3001489;1489;Bergkirche;Frankfurt (Main) Bergkirche;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08838846;8,69685114
3000909;909;Brauerei;Frankfurt (Main) Brauerei;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09404584;8,690973763
3000918;918;Breslauer Straße;Frankfurt (Main) Breslauer Straße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09347174;8,678232274
3001936;1936;Darmstädter Landstraße Mitte;Frankfurt (Main) Darmstädter Landstraße Mitte;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09691401;8,691067087
3001989;1989;Dielmannstraße;Frankfurt (Main) Dielmannstraße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09742081;8,699169979
3001704;1704;Gablonzer Straße;Frankfurt (Main) Gablonzer Straße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08473439;8,672268755
3001987;1987;Geleitsstraße;Frankfurt (Main) Geleitsstraße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09976502;8,694864387
3001492;1492;Goetheturm;Frankfurt (Main) Goetheturm;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08948237;8,709756037
3060720;60720;Großer Hasenpfad Mitte;Frankfurt (Main) Großer Hasenpfad Mitte;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09467157;8,686287993
3060721;60721;Großer Hasenpfad Süd;Frankfurt (Main) Großer Hasenpfad Süd;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09116107;8,684717884
3001702;1702;Hainer Weg;Frankfurt (Main) Hainer Weg;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08436548;8,698651051
3001490;1490;Hasselhorstweg;Frankfurt (Main) Hasselhorstweg;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08863057;8,700063532
3001988;1988;Henninger-Turm;Frankfurt (Main) Henninger-Turm;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09814343;8,69360286
3001817;1817;Humperdinckstraße;Frankfurt (Main) Humperdinckstraße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08793204;8,661864688
3001703;1703;Karlsbader Straße;Frankfurt (Main) Karlsbader Straße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08691691;8,671513272
3001706;1706;Lerchesberg;Frankfurt (Main) Lerchesberg;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08309589;8,681124206
3001705;1705;Lerchesbergring;Frankfurt (Main) Lerchesbergring;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08328784;8,679013154
3000904;904;Lettigkautweg;Frankfurt (Main) Lettigkautweg;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,0998503;8,703473577
3002799;2799;Louisa Bahnhof;Frankfurt (Main) Louisa Bahnhof;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,0836768;8,670250019
3000903;903;Mühlberg;Frankfurt (Main) Mühlberg;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,10189052;8,699756938
3001937;1937;Neu-Isenburg Stadtgrenze;Frankfurt (Main) Neu-Isenburg Stadtgrenze;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,06018968;8,694948398
3001802;1802;Niederräder Landstraße;Frankfurt (Main) Niederräder Landstraße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08827845;8,651340213
3060718;60718;Niersteiner Straße;Frankfurt (Main) Niersteiner Straße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09250655;8,683591063
3001805;1805;Oberforsthaus;Frankfurt (Main) Oberforsthaus;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,07927148;8,654800575
3001707;1707;Oberschweinstiege;Frankfurt (Main) Oberschweinstiege;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,07054649;8,678288206
3000917;917;Oppenheimer Landstraße;Frankfurt (Main) Oppenheimer Landstraße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09516978;8,68107188
3001701;1701;Sachsenhäuser Warte;Frankfurt (Main) Sachsenhäuser Warte;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08672924;8,691551877
3060804;60804;Schnappbornweg;Frankfurt (Main) Schnappbornweg;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09353622;8,7058744
3001991;1991;Schweinfurter Weg;Frankfurt (Main) Schweinfurter Weg;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09307999;8,696304413
3000928;928;Schweizer Str./Mörfelder Ldstr;Frankfurt (Main) Schweizer Str./Mörfelder Landstr.;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09662543;8,684067018
3001999;1999;Seehofpark;Frankfurt (Main) Seehofpark;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,0957392;8,702492756
3002899;2899;Stadion;Frankfurt (Main) Stadion;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,06807447;8,633021774
3001806;1806;Stadion Straßenbahn;Frankfurt (Main) Stadion Straßenbahn;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,07514015;8,653209808
3001807;1807;Stadionbad;Frankfurt (Main) Stadionbad;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,07308086;8,653043088
3001808;1808;Stadion/Osttribüne;Frankfurt (Main) Stadion/Osttribüne;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,06911229;8,651772754
3000920;920;Stresemannallee/Mörfeld. Ldstr;Frankfurt (Main) Stresemannallee/Mörfelder Landstr;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08943432;8,671551928
3000916;916;Südbahnhof/Mörfelder Landstr.;Frankfurt (Main) Südbahnhof/Mörfelder Landstraße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09834103;8,686809066
3060800;60800;Südfriedhof Ost;Frankfurt (Main) Südfriedhof Ost;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09085982;8,696472189
3000910;910;Südfriedhof West;Frankfurt (Main) Südfriedhof West;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09170019;8,691282342
3001803;1803;Triftstraße;Frankfurt (Main) Triftstraße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08690022;8,650441979
3060719;60719;Tucholskystraße;Frankfurt (Main) Tucholskystraße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,09201844;8,685928035
3001996;1996;Waldspielpark Louisa;Frankfurt (Main) Waldspielpark Louisa;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,08747065;8,667079961
3000908;908;Wendelsplatz;Frankfurt (Main) Wendelsplatz;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,10061927;8,691532409
3001992;1992;Wertheimer Straße;Frankfurt (Main) Wertheimer Straße;Stadt Frankfurt a.M;Sachsenhausen-Süd;50,0953719;8,696066289
3001948;1948;Elly-Beinhorn-Straße;Frankfurt (Main) Elly-Beinhorn-Straße;Stadt Frankfurt a.M;Flughafen;50,03323317;8,591680459
3062998;62998;Flughafen Geb. 520;Frankfurt (Main) Flughafen Geb. 520;Stadt Frankfurt a.M;Flughafen;50,02538356;8,550146498
3062997;62997;Flughafen Geb. 527;Frankfurt (Main) Flughafen Geb. 527;Stadt Frankfurt a.M;Flughafen;50,02557163;8,552279902
3062996;62996;Flughafen Geb. 532;Frankfurt (Main) Flughafen Geb. 532;Stadt Frankfurt a.M;Flughafen;50,02605313;8,555917793
3062995;62995;Flughafen Geb. 534;Frankfurt (Main) Flughafen Geb. 534;Stadt Frankfurt a.M;Flughafen;50,02615964;8,56027092
3062994;62994;Flughafen Geb. 536;Frankfurt (Main) Flughafen Geb. 536;Stadt Frankfurt a.M;Flughafen;50,02658053;8,562206901
3062993;62993;Flughafen Geb. 543;Frankfurt (Main) Flughafen Geb. 543;Stadt Frankfurt a.M;Flughafen;50,02615648;8,566592781
3062991;62991;Flughafen Geb. 555;Frankfurt (Main) Flughafen Geb. 555;Stadt Frankfurt a.M;Flughafen;50,02308342;8,571881349
3062990;62990;Flughafen Geb. 556;Frankfurt (Main) Flughafen Geb. 556;Stadt Frankfurt a.M;Flughafen;50,02300226;8,57671035
3062988;62988;Flughafen Geb. 571;Frankfurt (Main) Flughafen Geb. 571;Stadt Frankfurt a.M;Flughafen;50,02610478;8,58689844
3062989;62989;Flughafen Geb. 587;Frankfurt (Main) Flughafen Geb. 587;Stadt Frankfurt a.M;Flughafen;50,0244624;8,582684188
3060755;60755;Flughafen Geb. 664;Frankfurt (Main) Flughafen Geb. 664;Stadt Frankfurt a.M;Flughafen;50,02710474;8,584950002
3060754;60754;Flughafen Geb. 681;Frankfurt (Main) Flughafen Gebäude 681;Stadt Frankfurt a.M;Flughafen;50,02950759;8,590679318
3002935;2935;Flughafen Lufthansabasis;Frankfurt (Main) Flughafen Lufthansabasis;Stadt Frankfurt a.M;Flughafen;50,04927851;8,561441678
3016011;16011;Flughafen Parkhaus P53;Frankfurt (Main) Flughafen Parkhaus P53;Stadt Frankfurt a.M;Flughafen;50,04544147;8,545588988
3002930;2930;Flughafen Regionalbahnhof;Frankfurt (Main) Flughafen Regionalbahnhof;Stadt Frankfurt a.M;Flughafen;50,05119505;8,571477359
3002932;2932;Flughafen Terminal 1;Frankfurt (Main) Flughafen Terminal 1;Stadt Frankfurt a.M;Flughafen;50,05084128;8,570628793
3002933;2933;Flughafen Terminal 2;Frankfurt (Main) Flughafen Terminal 2;Stadt Frankfurt a.M;Flughafen;50,0525604;8,588514165
3060805;60805;Flughafen Tor 2;Frankfurt (Main) Flughafen Tor 2;Stadt Frankfurt a.M;Flughafen;50,05225488;8,593655179
3002936;2936;Flughafen Tor 23;Frankfurt (Main) Flughafen Tor 23;Stadt Frankfurt a.M;Flughafen;50,04675677;8,550895868
3060789;60789;Flughafen Tor 25;Frankfurt (Main) Flughafen Tor 25;Stadt Frankfurt a.M;Flughafen;50,04210545;8,53636497
3016009;16009;Flughafen Tor 26;Frankfurt (Main) Flughafen Tor 26;Stadt Frankfurt a.M;Flughafen;50,0405707;8,532540862
3002931;2931;Flughafen Tor 3;Frankfurt (Main) Flughafen Tor 3;Stadt Frankfurt a.M;Flughafen;50,05320991;8,57911129
3017538;17538;Flughafen Tor 31;Frankfurt (Main) Flughafen Tor 31;Stadt Frankfurt a.M;Flughafen;50,02250954;8,55791808
3062999;62999;Flughafen Tor 31 intern;Frankfurt (Main) Flughafen Tor 31 intern;Stadt Frankfurt a.M;Flughafen;50,02347495;8,558816264
3060817;60817;Flughafen Tor 32;Frankfurt (Main) Flughafen Tor 32;Stadt Frankfurt a.M;Flughafen;50,02652304;8,588220628
3060806;60806;Flughafen Tor 33;Frankfurt (Main) Flughafen Tor 33;Stadt Frankfurt a.M;Flughafen;50,03752225;8,594421825
3060798;60798;Gateway Gardens Mitte;Frankfurt (Main) Gateway Gardens Mitte;Stadt Frankfurt a.M;Flughafen;50,05497806;8,595964107
3002937;2937;Gateway Gardens Nord;Frankfurt (Main) Gateway Gardens Nord;Stadt Frankfurt a.M;Flughafen;50,05799205;8,596595098
3060803;60803;Gateway Gardens Ost;Frankfurt (Main) Gateway Gardens Ost;Stadt Frankfurt a.M;Flughafen;50,05658144;8,602053017
3002934;2934;Hugo-Eckener-Ring;Frankfurt (Main) Hugo-Eckener-Ring;Stadt Frankfurt a.M;Flughafen;50,05312627;8,58584233
3002938;2938;Kreisel Unterschweinstiege;Frankfurt (Main) Kreisel Unterschweinstiege;Stadt Frankfurt a.M;Flughafen;50,05707414;8,588671007
3001474;1474;Lufthansa Aviation-Center;Frankfurt (Main) Lufthansa Aviation Center;Stadt Frankfurt a.M;Flughafen;50,04791697;8,555673921
3060797;60797;Thea-Rasche-Straße;Frankfurt (Main) Thea-Rasche-Straße;Stadt Frankfurt a.M;Flughafen;50,05522203;8,591186402
3002990;2990;Unterschweinstiege;Frankfurt (Main) Unterschweinstiege;Stadt Frankfurt a.M;Flughafen;50,05881188;8,584354925
3001603;1603;Balduinstraße;Frankfurt (Main) Balduinstraße;Stadt Frankfurt a.M;Oberrad;50,09945735;8,715272362
3001605;1605;Bleiweißstraße;Frankfurt (Main) Bleiweißstraße;Stadt Frankfurt a.M;Oberrad;50,10003467;8,719755514
3001606;1606;Buchrainplatz;Frankfurt (Main) Buchrainplatz;Stadt Frankfurt a.M;Oberrad;50,10041447;8,724421611
3060779;60779;Buchrainstraße;Frankfurt (Main) Buchrainstraße;Stadt Frankfurt a.M;Oberrad;50,09725937;8,724635414
3060788;60788;Burgenlandweg;Frankfurt (Main) Burgenlandweg;Stadt Frankfurt a.M;Oberrad;50,09442901;8,725308508
3001607;1607;Flaschenburgstraße;Frankfurt (Main) Flaschenburgstraße;Stadt Frankfurt a.M;Oberrad;50,10042984;8,730962759
3060783;60783;Georg-Treser-Straße;Frankfurt (Main) Georg-Treser-Straße;Stadt Frankfurt a.M;Oberrad;50,09844022;8,714775251
3001457;1457;Gerbermühle;Frankfurt (Main) Gerbermühle;Stadt Frankfurt a.M;Oberrad;50,10535801;8,723945875
3060782;60782;Goldbergweg;Frankfurt (Main) Goldbergweg;Stadt Frankfurt a.M;Oberrad;50,09613238;8,715865115
3060786;60786;Grazer Weg;Frankfurt (Main) Grazer Weg;Stadt Frankfurt a.M;Oberrad;50,09890957;8,734465432
3060781;60781;Hansenweg;Frankfurt (Main) Hansenweg;Stadt Frankfurt a.M;Oberrad;50,0961753;8,718715916
3060780;60780;Mathildenstraße;Frankfurt (Main) Mathildenstraße;Stadt Frankfurt a.M;Oberrad;50,09680345;8,721954651
3060784;60784;Melanchthonplatz;Frankfurt (Main) Melanchthonplatz;Stadt Frankfurt a.M;Oberrad;50,09759918;8,727666293
3060785;60785;Schafheckstraße;Frankfurt (Main) Schafheckstraße;Stadt Frankfurt a.M;Oberrad;50,09802767;8,730207545
3060787;60787;Waldfriedhof Oberrad;Frankfurt (Main) Waldfriedhof Oberrad;Stadt Frankfurt a.M;Oberrad;50,09372583;8,732160312
3001608;1608;Wiener Straße;Frankfurt (Main) Wiener Straße;Stadt Frankfurt a.M;Oberrad;50,10037128;8,736777513
3001810;1810;Frauenhofstraße;Frankfurt (Main) Frauenhofstraße;Stadt Frankfurt a.M;Niederrad;50,08712084;8,649071003
3001822;1822;Gerauer Straße;Frankfurt (Main) Gerauer Straße;Stadt Frankfurt a.M;Niederrad;50,0837904;8,644805901
3001813;1813;Haardtwaldplatz;Frankfurt (Main) Haardtwaldplatz;Stadt Frankfurt a.M;Niederrad;50,08607549;8,636600896
3001814;1814;Hahnstraße;Frankfurt (Main) Hahnstraße;Stadt Frankfurt a.M;Niederrad;50,08462278;8,632084832
3001801;1801;Hch.Hoffmann-Str/Blutsp.Dienst;Frankfurt (Main) H.-Hoffmann-Str./Blutspendedienst;Stadt Frankfurt a.M;Niederrad;50,09264383;8,653027378
3001829;1829;Jugenheimer Straße;Frankfurt (Main) Jugenheimer Straße;Stadt Frankfurt a.M;Niederrad;50,08362721;8,638547592
3001824;1824;Melibocusstraße;Frankfurt (Main) Melibocusstraße;Stadt Frankfurt a.M;Niederrad;50,08180673;8,640014351
3001830;1830;Niederrad Bahnhof;Frankfurt (Main) Niederrad Bahnhof;Stadt Frankfurt a.M;Niederrad;50,08077288;8,637144017
3001812;1812;Odenwaldstraße;Frankfurt (Main) Odenwaldstraße;Stadt Frankfurt a.M;Niederrad;50,08646104;8,642047431
3001804;1804;Rennbahn;Frankfurt (Main) Rennbahn;Stadt Frankfurt a.M;Niederrad;50,08325291;8,651362759
3001811;1811;Schwarzwaldstraße;Frankfurt (Main) Schwarzwaldstraße;Stadt Frankfurt a.M;Niederrad;50,08678086;8,646656152
3001809;1809;Trift-/Frauenhofstraße;Frankfurt (Main) Trift-/Frauenhofstraße;Stadt Frankfurt a.M;Niederrad;50,08626715;8,649203003
3001920;1920;Alter Friedhof Schwanheim;Frankfurt (Main) Alter Friedhof Schwanheim;Stadt Frankfurt a.M;Schwanheim;50,08995134;8,573562844
3001914;1914;Alt-Schwanheim;Frankfurt (Main) Alt-Schwanheim;Stadt Frankfurt a.M;Schwanheim;50,08719702;8,582544134
3001922;1922;An der Kreuzheck;Frankfurt (Main) An der Kreuzheck;Stadt Frankfurt a.M;Schwanheim;50,08227129;8,575391519
3001831;1831;Bürostadt Niederrad;Frankfurt (Main) Bürostadt Niederrad;Stadt Frankfurt a.M;Schwanheim;50,07801824;8,627511223
3001919;1919;Eifelstraße;Frankfurt (Main) Eifelstraße;Stadt Frankfurt a.M;Schwanheim;50,08557633;8,579386424
3001904;1904;Ferdinand-Dirichs-Weg;Frankfurt (Main) Ferdinand-Dirichs-Weg;Stadt Frankfurt a.M;Schwanheim;50,08278151;8,587221211
3001916;1916;Geisenheimer Straße;Frankfurt (Main) Geisenheimer Straße;Stadt Frankfurt a.M;Schwanheim;50,08913277;8,575889761
3001816;1816;Goldsteinstraße;Frankfurt (Main) Goldsteinstraße;Stadt Frankfurt a.M;Schwanheim;50,08413557;8,620393763
3001903;1903;Harthweg;Frankfurt (Main) Harthweg;Stadt Frankfurt a.M;Schwanheim;50,08112586;8,594458675
3001815;1815;Heizkraftwerk Niederrad;Frankfurt (Main) Heizkraftwerk Niederrad;Stadt Frankfurt a.M;Schwanheim;50,0844563;8,62781056
3001912;1912;Henriette-Fürth-Straße;Frankfurt (Main) Henriette-Fürth-Straße;Stadt Frankfurt a.M;Schwanheim;50,08637698;8,592108765
3001917;1917;Kelsterbacher Weg;Frankfurt (Main) Kelsterbacher Weg;Stadt Frankfurt a.M;Schwanheim;50,0867466;8,570000243
3001827;1827;Kiesschneise;Frankfurt (Main) Kiesschneise;Stadt Frankfurt a.M;Schwanheim;50,07647716;8,61807942
3001833;1833;Lyoner Straße;Frankfurt (Main) Lyoner Straße;Stadt Frankfurt a.M;Schwanheim;50,08301457;8,629596181
3001918;1918;Martinskirchstraße;Frankfurt (Main) Martinskirchstraße;Stadt Frankfurt a.M;Schwanheim;50,08588254;8,589569917
3001915;1915;Mauritiusstraße;Frankfurt (Main) Mauritiusstraße;Stadt Frankfurt a.M;Schwanheim;50,0875481;8,580179593
3001924;1924;Morgenzeile;Frankfurt (Main) Morgenzeile;Stadt Frankfurt a.M;Schwanheim;50,08472872;8,617594579
3001923;1923;Rauenthaler Weg;Frankfurt (Main) Rauenthaler Weg;Stadt Frankfurt a.M;Schwanheim;50,08448452;8,570942688
3001905;1905;Rheinlandstraße;Frankfurt (Main) Rheinlandstraße;Stadt Frankfurt a.M;Schwanheim;50,08246304;8,581146211
3001832;1832;Rhonestraße;Frankfurt (Main) Rhonestraße;Stadt Frankfurt a.M;Schwanheim;50,08184729;8,624463634
3001908;1908;Ruhestein;Frankfurt (Main) Ruhestein;Stadt Frankfurt a.M;Schwanheim;50,08672447;8,598938632
3001921;1921;Schwanheimer Wald;Frankfurt (Main) Schwanheimer Wald;Stadt Frankfurt a.M;Schwanheim;50,07388174;8,57743539
3001907;1907;Schwarzbachmühle;Frankfurt (Main) Schwarzbachmühle;Stadt Frankfurt a.M;Schwanheim;50,08227439;8,604215226
3001911;1911;Sonnenweg;Frankfurt (Main) Sonnenweg;Stadt Frankfurt a.M;Schwanheim;50,08701575;8,615927524
3001909;1909;Tannenkopfweg;Frankfurt (Main) Tannenkopfweg;Stadt Frankfurt a.M;Schwanheim;50,0861331;8,60475629
3001910;1910;Tränkweg;Frankfurt (Main) Tränkweg;Stadt Frankfurt a.M;Schwanheim;50,08632816;8,609253967
3001901;1901;Waldau;Frankfurt (Main) Waldau;Stadt Frankfurt a.M;Schwanheim;50,07699095;8,610377744
3001906;1906;Waldau/Goldsteinstraße;Frankfurt (Main) Waldau/Goldsteinstraße;Stadt Frankfurt a.M;Schwanheim;50,08234869;8,610222476
3001902;1902;Waldfriedhof Goldstein;Frankfurt (Main) Waldfriedhof Goldstein;Stadt Frankfurt a.M;Schwanheim;50,07683198;8,603268217
3000123;123;Alte Falterstraße;Frankfurt (Main) Alte Falterstraße;Stadt Frankfurt a.M;Griesheim;50,09081613;8,607121283
3000151;151;Am Mühlgewann;Frankfurt (Main) Am Mühlgewann;Stadt Frankfurt a.M;Griesheim;50,0965733;8,61077775
3000142;142;Auf dem Schafberg;Frankfurt (Main) Auf dem Schafberg;Stadt Frankfurt a.M;Griesheim;50,09094994;8,612150926
3000118;118;Bingelsweg;Frankfurt (Main) Bingelsweg;Stadt Frankfurt a.M;Griesheim;50,10089007;8,603236981
3000126;126;Chemisches Werk;Frankfurt (Main) Chemisches Werk;Stadt Frankfurt a.M;Griesheim;50,09034882;8,594129196
3000150;150;Elektronstraße;Frankfurt (Main) Elektronstraße;Stadt Frankfurt a.M;Griesheim;50,09655045;8,598800586
